"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",1.33977002647742,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",4.50572701068653,"vacc1","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc1","all","all",NA,1,0.1,0,17
"dp","all",0.243138435976761,"vacc1","all","all",NA,0,0.1,0,1
"ts","all",1.85892224156636,"vacc1","all","all",NA,0,0.1,0,30
"m","all",1,"vacc1","all","all",NA,0,0.1,0,10
"mu","all",4.03765077607368,"vacc2","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc2","all","all",NA,1,0.1,0,17
"dp","all",0.987322687193831,"vacc2","all","all",NA,0,0.1,0,1
"ts","all",0.996818435359727,"vacc2","all","all",NA,0,0.1,0,30
"m","all",0.0172961734365287,"vacc2","all","all",NA,0,0.1,0,10
"mu","all",5.43309855732423,"infection2","all","all",NA,0,0.1,0,15
"tp","all",12,"infection2","all","all",NA,1,0.1,0,17
"dp","all",0.542992093552741,"infection2","all","all",NA,0,0.1,0,1
"ts","all",11.0668284358089,"infection2","all","all",NA,0,0.1,0,30
"m","all",0.316701713800546,"infection2","all","all",NA,0,0.1,0,10
"mu","all",3.70129963515379,"adj1","all","all",NA,0,0.1,0,15
"tp","all",12,"adj1","all","all",NA,1,0.1,0,17
"dp","all",0.812162667090315,"adj1","all","all",NA,0,0.1,0,1
"ts","all",2.06481102144102,"adj1","all","all",NA,0,0.1,0,30
"m","all",1,"adj1","all","all",NA,0,0.1,0,10
"mu","all",12.6770188738387,"adj2","all","all",NA,0,0.1,0,15
"tp","all",12,"adj2","all","all",NA,1,0.1,0,17
"dp","all",0.67114892710733,"adj2","all","all",NA,0,0.1,0,1
"ts","all",0.801527310747432,"adj2","all","all",NA,0,0.1,0,30
"m","all",0.000811643118329156,"adj2","all","all",NA,0,0.1,0,10
"mu","all",7.29974653881695,"infection1","all","all",NA,0,0.1,0,15
"tp","all",12,"infection1","all","all",NA,1,0.1,0,17
"dp","all",0.210122090541464,"infection1","all","all",NA,0,0.1,0,1
"ts","all",15.8071727608259,"infection1","all","all",NA,0,0.1,0,30
"m","all",0.0878254265528625,"infection1","all","all",NA,0,0.1,0,10
"beta","all",0.397683732211159,"all",NA,NA,NA,0,0.1,0,100
"c","all",4.77107017516761,"all",NA,NA,NA,0,0.1,0,20
"sigma","all",2.63598113484854,"vacc1",NA,NA,NA,0,0.1,0,100
"sigma","all",21.9365264521912,"vacc2",NA,NA,NA,0,0.1,0,100
"sigma","all",2.83567969787277,"adj1",NA,NA,NA,0,0.1,0,100
"sigma","all",2.54400587286224,"adj2",NA,NA,NA,0,0.1,0,100
"sigma","all",1,"infection1",NA,NA,NA,1,0.1,0,100
"sigma","all",0.251060302416043,"infection2",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-1000,"all",NA,NA,NA,1,0.1,-10000,10000
"boost_limit","all",-20,"all",NA,NA,NA,1,0.1,-1000,1000
"tau","all",0,"all",NA,NA,NA,1,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,15
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,15
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,15
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,15
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
