names,id,values,type,exposure,strain,order,fixed,steps,lower_bound,upper_bound
lower_bound,all,0,all,NA,NA,NA,1,0.1,-1000,0
S,all,0.8,all,NA,NA,NA,1,0.1,0,10
EA,all,0.2,all,NA,NA,NA,1,0.1,0,1
MAX_TITRE,all,12,all,NA,NA,NA,1,0.1,0,100
mu,all,3.4,vacc1,all,all,NA,0,0.1,0,15
tp,all,8,vacc1,all,all,NA,1,0.1,0,17
dp,all,0.462,vacc1,all,all,NA,0,0.1,0,1
ts,all,8.5,vacc1,all,all,NA,0,0.1,0,20
m,all,0.000405658,vacc1,all,all,NA,0,0.1,0,1
mu,all,2.7659010515,vacc2,all,all,NA,0,0.1,0,15
tp,all,8,vacc2,all,all,NA,1,0.1,0,17
dp,all,0.6513818448,vacc2,all,all,NA,0,0.1,0,1
ts,all,8.2258281996,vacc2,all,all,NA,0,0.1,0,20
m,all,0.0014810505,vacc2,all,all,NA,0,0.1,0,1
mu,all,3.5680736112,infection2,all,all,NA,0,0.1,0,15
tp,all,8,infection2,all,all,NA,1,0.1,0,17
dp,all,0.4495053469,infection2,all,all,NA,0,0.1,0,1
ts,all,9.8856752226,infection2,all,all,NA,0,0.1,0,20
m,all,0.0081167984,infection2,all,all,NA,0,0.1,0,1
mu,all,7.3611361319,adj1,all,all,NA,0,0.1,0,15
tp,all,8,adj1,all,all,NA,1,0.1,0,17
dp,all,0.5253441978,adj1,all,all,NA,0,0.1,0,1
ts,all,12.6236991002,adj1,all,all,NA,0,0.1,0,20
m,all,0.0444847884,adj1,all,all,NA,0,0.1,0,1
mu,all,7.853142939,adj2,all,all,NA,0,0.1,0,15
tp,all,8,adj2,all,all,NA,1,0.1,0,17
dp,all,0.5075778654,adj2,all,all,NA,0,0.1,0,1
ts,all,10.1552391984,adj2,all,all,NA,0,0.1,0,20
m,all,0.0062502617,adj2,all,all,NA,0,0.1,0,1
mu,all,5.2911017481,infection1,all,all,NA,0,0.1,0,15
tp,all,8,infection1,all,all,NA,1,0.1,0,17
dp,all,0.5631363163,infection1,all,all,NA,0,0.1,0,1
ts,all,13.2425455726,infection1,all,all,NA,0,0.1,0,20
m,all,0.0007192345,infection1,all,all,NA,0,0.1,0,1
beta,all,0.6,all,NA,NA,NA,1,0.1,0,100
c,all,4,all,NA,NA,NA,1,0.1,0,20
sigma,all,1,all,NA,NA,NA,0,0.1,0,100
y0_mod,all,-20,all,NA,NA,NA,1,0.1,0,500
boost_limit,all,-1,all,NA,NA,NA,1,0.1,0,12
tau,all,0.05,all,NA,NA,NA,1,0.1,0,1
x,NA,0,all,A,A,NA,1,0.1,0,10000
x,NA,6.226721038,all,A,B,NA,1,0.1,0,13
x,NA,6.1271143591,all,A,C,NA,1,0.1,0,13
x,NA,1000,all,A,D,NA,1,0.1,0,10000
x,NA,1000,all,A,E,NA,1,0.1,0,10000
x,NA,0,all,B,B,NA,1,0.1,0,10000
x,NA,0.6959541652,all,B,C,NA,1,0.1,0,13
x,NA,1000,all,B,D,NA,1,0.1,0,10000
x,NA,1000,all,B,E,NA,1,0.1,0,10000
x,NA,0,all,C,C,NA,1,0.1,0,10000
x,NA,1000,all,C,D,NA,1,0.1,0,10000
x,NA,1000,all,C,E,NA,1,0.1,0,10000
x,NA,0,all,D,D,NA,1,0.1,0,10000
x,NA,1.5495453075,all,D,E,NA,1,0.1,0,13
x,NA,0,all,E,E,NA,1,0.1,0,10000
mod,NA,1,all,NA,NA,NA,1,0.1,0,1
mod,NA,1,all,NA,NA,NA,1,0.1,0,1
mod,NA,1,all,NA,NA,NA,1,0.1,0,1
mod,NA,1,all,NA,NA,NA,1,0.1,0,1
