"0","7","14","21","28","35","42","49","56","63","70"
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,3,0,0,2,0,0
2,0,2,0,1,2,1,0,0,1,0
0,0,0,0,0,4,2,1,1,0,1
0,0,1,0,1,1,0,2,4,0,0
0,0,0,1,0,2,0,1,3,0,0
0,0,2,1,0,0,0,0,1,1,0
1,0,1,0,0,2,1,2,3,8,9
2,0,1,0,4,2,0,4,2,7,6
1,0,0,0,0,2,0,5,4,10,9
0,0,1,3,0,0,0,0,0,6,8
2,0,0,0,0,0,0,2,0,5,9
0,2,0,0,0,0,0,0,0,6,7
0,0,0,0,0,1,1,1,0,0,0
0,0,0,2,1,1,2,0,0,0,2
1,0,0,0,0,0,0,0,2,2,0
0,0,0,1,0,1,4,4,11,5,5
0,1,0,0,0,0,1,10,9,6,6
0,0,0,0,0,2,6,5,10,4,6
0,0,0,1,0,1,0,4,12,7,5
0,0,3,0,0,0,0,6,10,6,5
1,2,0,0,0,2,1,7,9,6,7
0,0,0,0,0,2,4,4,11,12,7
1,2,0,0,0,2,3,6,11,11,9
0,1,0,0,0,0,3,7,10,11,7
0,0,0,0,0,0,0,4,8,9,11
1,0,0,0,0,1,1,6,6,9,8
0,0,1,1,0,0,0,4,5,7,10
0,2,8,6,4,6,6,7,8,5,4
0,3,5,6,5,5,7,5,4,7,4
0,4,10,8,3,7,6,7,7,8,4
0,1,0,0,3,5,6,12,8,7,5
2,0,0,0,0,5,7,8,10,7,4
0,0,0,0,0,6,7,12,8,8,5
1,0,0,0,3,2,3,7,9,8,5
0,0,0,0,0,5,6,7,10,7,5
1,1,0,0,0,2,6,10,9,9,6
0,1,0,0,0,6,6,7,11,12,7
0,0,0,0,0,5,8,9,12,10,10
0,0,0,0,0,6,8,7,9,9,9
0,1,0,0,0,2,2,3,6,8,9
0,0,0,1,0,0,3,3,5,11,8
0,0,1,0,0,3,2,6,5,10,8
1,2,5,6,3,5,7,9,9,6,4
0,2,6,3,4,4,8,9,9,7,5
0,3,5,6,4,7,8,7,9,6,5
0,1,0,0,0,4,7,9,12,10,10
0,0,0,0,0,3,9,11,12,10,7
0,1,0,0,1,5,9,11,11,8,6
2,1,0,0,1,5,8,11,12,11,11
0,0,0,0,0,5,7,10,12,9,11
1,0,0,0,0,4,6,11,12,12,8
0,0,0,0,1,4,8,11,10,12,12
0,0,0,0,0,6,11,9,11,11,10
0,0,0,0,0,4,8,10,12,11,9
0,0,0,0,2,1,7,9,12,11,10
0,0,3,0,1,5,6,7,12,9,10
0,0,0,1,0,4,3,8,12,12,8
0,3,7,4,2,3,2,4,4,2,1
0,2,5,8,4,4,2,5,6,1,0
0,2,6,5,7,4,4,2,4,2,2
0,0,1,0,0,2,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,1,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,7
0,2,0,0,0,0,0,0,0,5,5
0,0,0,0,0,0,0,0,2,3,5
0,0,0,0,0,0,0,0,0,3,8
0,0,0,0,2,1,0,0,0,3,7
0,0,0,0,0,0,0,0,0,7,7
