"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",1.5,"all",NA,NA,NA,1,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","G1E1SB",4.7263238528,"all","B","all",NA,0,0.1,0,15
"tp","G1E1SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G1E1SB",0.677317291,"all","B","all",NA,0,0.1,0,1
"ts","G1E1SB",10.4184549465,"all","B","all",NA,0,0.1,0,20
"m","G1E1SB",0.0076077298,"all","B","all",NA,0,0.1,0,1
"mu","G1E1SD",4.2206634185,"all","D","all",NA,0,0.1,0,15
"tp","G1E1SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G1E1SD",0.444893469,"all","D","all",NA,0,0.1,0,1
"ts","G1E1SD",6.5278034867,"all","D","all",NA,0,0.1,0,20
"m","G1E1SD",0.0256041108,"all","D","all",NA,0,0.1,0,1
"mu","G1E2SC",6.2063939222,"all","C","all",NA,0,0.1,0,15
"tp","G1E2SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G1E2SC",0.4480042524,"all","C","all",NA,0,0.1,0,1
"ts","G1E2SC",7.0819406398,"all","C","all",NA,0,0.1,0,20
"m","G1E2SC",0.0026729825,"all","C","all",NA,0,0.1,0,1
"mu","G1E2SD",4.074243369,"all","D","all",NA,0,0.1,0,15
"tp","G1E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G1E2SD",0.4116832336,"all","D","all",NA,0,0.1,0,1
"ts","G1E2SD",13.3793948265,"all","D","all",NA,0,0.1,0,20
"m","G1E2SD",0.0026613393,"all","D","all",NA,0,0.1,0,1
"mu","G1E3SE",3.9354969198,"all","E","all",NA,0,0.1,0,15
"tp","G1E3SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G1E3SE",0.4890997812,"all","E","all",NA,0,0.1,0,1
"ts","G1E3SE",6.6501782299,"all","E","all",NA,0,0.1,0,20
"m","G1E3SE",0.0034875962,"all","E","all",NA,0,0.1,0,1
"mu","G2E1SB",4.9314051336,"all","B","all",NA,0,0.1,0,15
"tp","G2E1SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G2E1SB",0.5911708305,"all","B","all",NA,0,0.1,0,1
"ts","G2E1SB",9.1781399259,"all","B","all",NA,0,0.1,0,20
"m","G2E1SB",0.0004322635,"all","B","all",NA,0,0.1,0,1
"mu","G2E1SD",6.5742194601,"all","D","all",NA,0,0.1,0,15
"tp","G2E1SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G2E1SD",0.6932435211,"all","D","all",NA,0,0.1,0,1
"ts","G2E1SD",8.5859288462,"all","D","all",NA,0,0.1,0,20
"m","G2E1SD",0.0013538882,"all","D","all",NA,0,0.1,0,1
"mu","G2E2SC",5.093143519,"all","C","all",NA,0,0.1,0,15
"tp","G2E2SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G2E2SC",0.5754920834,"all","C","all",NA,0,0.1,0,1
"ts","G2E2SC",10.4378772085,"all","C","all",NA,0,0.1,0,20
"m","G2E2SC",0.000386746,"all","C","all",NA,0,0.1,0,1
"mu","G2E2SD",6.9455273435,"all","D","all",NA,0,0.1,0,15
"tp","G2E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G2E2SD",0.4457606129,"all","D","all",NA,0,0.1,0,1
"ts","G2E2SD",10.3454682534,"all","D","all",NA,0,0.1,0,20
"m","G2E2SD",0.0045843161,"all","D","all",NA,0,0.1,0,1
"mu","G2E3SE",5.059966879,"all","E","all",NA,0,0.1,0,15
"tp","G2E3SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G2E3SE",0.4436157176,"all","E","all",NA,0,0.1,0,1
"ts","G2E3SE",13.9240742591,"all","E","all",NA,0,0.1,0,20
"m","G2E3SE",0.0012125535,"all","E","all",NA,0,0.1,0,1
"mu","G3E1SA",5.8173051863,"all","A","all",NA,0,0.1,0,15
