"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",2.15512110348369,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",5.11040658049229,"vacc1","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc1","all","all",NA,1,0.1,0,17
"dp","all",0,"vacc1","all","all",NA,1,0.1,0,1
"ts","all",0,"vacc1","all","all",NA,1,0.1,0,30
"m","all",0.0871359314798942,"vacc1","all","all",NA,0,0.1,0,10
"mu","all",1.6691305025601,"vacc2","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc2","all","all",NA,1,0.1,0,17
"dp","all",0,"vacc2","all","all",NA,1,0.1,0,1
"ts","all",0,"vacc2","all","all",NA,1,0.1,0,30
"m","all",0.206243500702756,"vacc2","all","all",NA,0,0.1,0,10
"mu","all",13.7686724323897,"infection2","all","all",NA,0,0.1,0,15
"tp","all",12,"infection2","all","all",NA,1,0.1,0,17
"dp","all",0,"infection2","all","all",NA,1,0.1,0,1
"ts","all",0,"infection2","all","all",NA,1,0.1,0,30
"m","all",1,"infection2","all","all",NA,0,0.1,0,10
"mu","all",4.95447949690673,"adj1","all","all",NA,0,0.1,0,15
"tp","all",12,"adj1","all","all",NA,1,0.1,0,17
"dp","all",0,"adj1","all","all",NA,1,0.1,0,1
"ts","all",0,"adj1","all","all",NA,1,0.1,0,30
"m","all",0.0157398963650466,"adj1","all","all",NA,0,0.1,0,10
"mu","all",7.38483153880082,"adj2","all","all",NA,0,0.1,0,15
"tp","all",12,"adj2","all","all",NA,1,0.1,0,17
"dp","all",0,"adj2","all","all",NA,1,0.1,0,1
"ts","all",0,"adj2","all","all",NA,1,0.1,0,30
"m","all",0.250610552045651,"adj2","all","all",NA,0,0.1,0,10
"mu","all",8.25568157258175,"infection1","all","all",NA,0,0.1,0,15
"tp","all",12,"infection1","all","all",NA,1,0.1,0,17
"dp","all",0,"infection1","all","all",NA,1,0.1,0,1
"ts","all",0,"infection1","all","all",NA,1,0.1,0,30
"m","all",0.0828063630230709,"infection1","all","all",NA,0,0.1,0,10
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",0.812329212791001,"all",NA,NA,NA,0,0.1,0,100
"y0_mod","all",0.025399451755174,"all",NA,NA,NA,0,0.1,0,1
"boost_limit","all",9.05204029411931,"all",NA,NA,NA,0,0.1,0,12
"tau","all",0.00249697062536846,"all",NA,NA,NA,0,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
