"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",1.9657245313921,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",4.48953798489023,"vacc1","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc1","all","all",NA,1,0.1,0,17
"dp","all",0.057078143651597,"vacc1","all","all",NA,0,0.1,0,1
"ts","all",12.9818196316042,"vacc1","all","all",NA,0,0.1,0,30
"m","all",1,"vacc1","all","all",NA,0,0.1,0,10
"mu","all",0.877794717249669,"vacc2","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc2","all","all",NA,1,0.1,0,17
"dp","all",0.552808110816133,"vacc2","all","all",NA,0,0.1,0,1
"ts","all",15.7795008510053,"vacc2","all","all",NA,0,0.1,0,30
"m","all",1,"vacc2","all","all",NA,0,0.1,0,10
"mu","all",12.9491160113661,"infection2","all","all",NA,0,0.1,0,15
"tp","all",12,"infection2","all","all",NA,1,0.1,0,17
"dp","all",0.879954638112361,"infection2","all","all",NA,0,0.1,0,1
"ts","all",2.5371931069968,"infection2","all","all",NA,0,0.1,0,30
"m","all",1,"infection2","all","all",NA,0,0.1,0,10
"mu","all",4.65240319819242,"adj1","all","all",NA,0,0.1,0,15
"tp","all",12,"adj1","all","all",NA,1,0.1,0,17
"dp","all",0.349429280939512,"adj1","all","all",NA,0,0.1,0,1
"ts","all",11.8504442426809,"adj1","all","all",NA,0,0.1,0,30
"m","all",1,"adj1","all","all",NA,0,0.1,0,10
"mu","all",7.97513312102075,"adj2","all","all",NA,0,0.1,0,15
"tp","all",12,"adj2","all","all",NA,1,0.1,0,17
"dp","all",0.683427981722511,"adj2","all","all",NA,0,0.1,0,1
"ts","all",0.0869530794264052,"adj2","all","all",NA,0,0.1,0,30
"m","all",0.0510323952910404,"adj2","all","all",NA,0,0.1,0,10
"mu","all",7.71047301564375,"infection1","all","all",NA,0,0.1,0,15
"tp","all",12,"infection1","all","all",NA,1,0.1,0,17
"dp","all",0.0451588281703928,"infection1","all","all",NA,0,0.1,0,1
"ts","all",16.4562145282699,"infection1","all","all",NA,0,0.1,0,30
"m","all",0.222682730462409,"infection1","all","all",NA,0,0.1,0,10
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",0.818269170429371,"all",NA,NA,NA,0,0.1,0,100
"y0_mod","all",0.000546464477213141,"all",NA,NA,NA,0,0.1,0,1
"boost_limit","all",5.47453047834061,"all",NA,NA,NA,0,0.1,0,12
"tau","all",0,"all",NA,NA,NA,1,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
