"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",2.91804514758791,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",3.96534145941847,"vacc","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc","all","all",NA,1,0.1,0,17
"dp","all",0,"vacc","all","all",NA,1,0.1,0,1
"ts","all",0,"vacc","all","all",NA,1,0.1,0,30
"m","all",0.161488807614244,"vacc","all","all",NA,0,0.1,0,10
"mu","all",5.14946387741986,"infection","all","all",NA,0,0.1,0,15
"tp","all",12,"infection","all","all",NA,1,0.1,0,17
"dp","all",0,"infection","all","all",NA,1,0.1,0,1
"ts","all",0,"infection","all","all",NA,1,0.1,0,30
"m","all",0.00046149787088991,"infection","all","all",NA,0,0.1,0,10
"mu","all",5.10551344259187,"adj","all","all",NA,0,0.1,0,15
"tp","all",12,"adj","all","all",NA,1,0.1,0,17
"dp","all",0,"adj","all","all",NA,1,0.1,0,1
"ts","all",0,"adj","all","all",NA,1,0.1,0,30
"m","all",0.0638434434444347,"adj","all","all",NA,0,0.1,0,10
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",1,"infection",NA,NA,NA,1,0.1,0,100
"sigma","all",1.79808092428203,"vacc",NA,NA,NA,0,0.1,0,100
"sigma","all",1.374639792577,"adj",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-1000,"all",NA,NA,NA,1,0.1,-10000,10000
"boost_limit","all",-20,"all",NA,NA,NA,1,0.1,-1000,1000
"tau","all",0,"all",NA,NA,NA,1,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
