"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",2.28709938990075,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",6.38040546627621,"vacc","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc","all","all",NA,1,0.1,0,17
"dp","all",0.696961748748988,"vacc","all","all",NA,0,0.1,0,1
"ts","all",0.834414655697181,"vacc","all","all",NA,0,0.1,0,30
"m","all",0.0287272757856137,"vacc","all","all",NA,0,0.1,0,10
"mu","all",11.0300476750628,"infection","all","all",NA,0,0.1,0,15
"tp","all",12,"infection","all","all",NA,1,0.1,0,17
"dp","all",0.417163526493531,"infection","all","all",NA,0,0.1,0,1
"ts","all",0.5657178555491,"infection","all","all",NA,0,0.1,0,30
"m","all",0.058255545729047,"infection","all","all",NA,0,0.1,0,10
"mu","all",6.99258092167477,"adj","all","all",NA,0,0.1,0,15
"tp","all",12,"adj","all","all",NA,1,0.1,0,17
"dp","all",0.499691546971037,"adj","all","all",NA,0,0.1,0,1
"ts","all",2.14317901350516,"adj","all","all",NA,0,0.1,0,30
"m","all",0.0103166869515547,"adj","all","all",NA,0,0.1,0,10
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",1,"infection",NA,NA,NA,1,0.1,0,100
"sigma","all",3.1853440394545,"vacc",NA,NA,NA,0,0.1,0,100
"sigma","all",2.05884518465863,"adj",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-1000,"all",NA,NA,NA,1,0.1,-10000,10000
"boost_limit","all",-20,"all",NA,NA,NA,1,0.1,-1000,1000
"tau","all",0.00124871722035462,"all",NA,NA,NA,0,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
