"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",2.16683257878683,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",5.82233420971683,"vacc1","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc1","all","all",NA,1,0.1,0,17
"dp","all",0,"vacc1","all","all",NA,1,0.1,0,1
"ts","all",0,"vacc1","all","all",NA,1,0.1,0,30
"m","all",0.0363475528706642,"vacc1","all","all",NA,0,0.1,0,10
"mu","all",1.28631833060376,"vacc2","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc2","all","all",NA,1,0.1,0,17
"dp","all",0,"vacc2","all","all",NA,1,0.1,0,1
"ts","all",0,"vacc2","all","all",NA,1,0.1,0,30
"m","all",0.176632878796517,"vacc2","all","all",NA,0,0.1,0,10
"mu","all",8.83251770175202,"infection2","all","all",NA,0,0.1,0,15
"tp","all",12,"infection2","all","all",NA,1,0.1,0,17
"dp","all",0,"infection2","all","all",NA,1,0.1,0,1
"ts","all",0,"infection2","all","all",NA,1,0.1,0,30
"m","all",1,"infection2","all","all",NA,0,0.1,0,10
"mu","all",6.69772311511272,"adj1","all","all",NA,0,0.1,0,15
"tp","all",12,"adj1","all","all",NA,1,0.1,0,17
"dp","all",0,"adj1","all","all",NA,1,0.1,0,1
"ts","all",0,"adj1","all","all",NA,1,0.1,0,30
"m","all",0.0306452774345765,"adj1","all","all",NA,0,0.1,0,10
"mu","all",3.80369353999731,"adj2","all","all",NA,0,0.1,0,15
"tp","all",12,"adj2","all","all",NA,1,0.1,0,17
"dp","all",0,"adj2","all","all",NA,1,0.1,0,1
"ts","all",0,"adj2","all","all",NA,1,0.1,0,30
"m","all",0.22443618659534,"adj2","all","all",NA,0,0.1,0,10
"mu","all",9.07708693377879,"infection1","all","all",NA,0,0.1,0,15
"tp","all",12,"infection1","all","all",NA,1,0.1,0,17
"dp","all",0,"infection1","all","all",NA,1,0.1,0,1
"ts","all",0,"infection1","all","all",NA,1,0.1,0,30
"m","all",0.103973395761824,"infection1","all","all",NA,0,0.1,0,10
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",2.03358875808939,"vacc1",NA,NA,NA,0,0.1,0,100
"sigma","all",9.73014183645098,"vacc2",NA,NA,NA,0,0.1,0,100
"sigma","all",1.91104445968235,"adj1",NA,NA,NA,0,0.1,0,100
"sigma","all",0.275800580744502,"adj2",NA,NA,NA,0,0.1,0,100
"sigma","all",1,"infection1",NA,NA,NA,1,0.1,0,100
"sigma","all",1.16932068304406,"infection2",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-1000,"all",NA,NA,NA,1,0.1,-10000,10000
"boost_limit","all",-20,"all",NA,NA,NA,1,0.1,-1000,1000
"tau","all",0,"all",NA,NA,NA,1,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,15
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,15
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,15
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,15
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
