"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",1.52576128754267,"all",NA,NA,NA,0,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","all",4.14545957421325,"vacc1","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc1","all","all",NA,1,0.1,0,17
"dp","all",0.42634253115026,"vacc1","all","all",NA,0,0.1,0,1
"ts","all",2.24696506142843,"vacc1","all","all",NA,0,0.1,0,30
"m","all",1,"vacc1","all","all",NA,0,0.1,0,10
"mu","all",1.72034376348525,"vacc2","all","all",NA,0,0.1,0,15
"tp","all",12,"vacc2","all","all",NA,1,0.1,0,17
"dp","all",0.954484680439107,"vacc2","all","all",NA,0,0.1,0,1
"ts","all",0.212557889079411,"vacc2","all","all",NA,0,0.1,0,30
"m","all",0.0480508024366249,"vacc2","all","all",NA,0,0.1,0,10
"mu","all",13.7300000977898,"infection2","all","all",NA,0,0.1,0,15
"tp","all",12,"infection2","all","all",NA,1,0.1,0,17
"dp","all",0.910452666733193,"infection2","all","all",NA,0,0.1,0,1
"ts","all",2.92201671367864,"infection2","all","all",NA,0,0.1,0,30
"m","all",1,"infection2","all","all",NA,0,0.1,0,10
"mu","all",3.75449394839727,"adj1","all","all",NA,0,0.1,0,15
"tp","all",12,"adj1","all","all",NA,1,0.1,0,17
"dp","all",0.978529449857686,"adj1","all","all",NA,0,0.1,0,1
"ts","all",2.30429983230196,"adj1","all","all",NA,0,0.1,0,30
"m","all",1,"adj1","all","all",NA,0,0.1,0,10
"mu","all",12.9651854096446,"adj2","all","all",NA,0,0.1,0,15
"tp","all",12,"adj2","all","all",NA,1,0.1,0,17
"dp","all",0.609237390933604,"adj2","all","all",NA,0,0.1,0,1
"ts","all",0.818554445000447,"adj2","all","all",NA,0,0.1,0,30
"m","all",0.00896721985766227,"adj2","all","all",NA,0,0.1,0,10
"mu","all",9.24678198446021,"infection1","all","all",NA,0,0.1,0,15
"tp","all",12,"infection1","all","all",NA,1,0.1,0,17
"dp","all",0.504211214005109,"infection1","all","all",NA,0,0.1,0,1
"ts","all",24.4867341331549,"infection1","all","all",NA,0,0.1,0,30
"m","all",0.0519201501293793,"infection1","all","all",NA,0,0.1,0,10
"beta","all",0.64970782648704,"all",NA,NA,NA,0,0.1,0,100
"c","all",5.55558343895577,"all",NA,NA,NA,0,0.1,0,20
"sigma","all",2.68047219871765,"all",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-1000,"all",NA,NA,NA,1,0.1,-10000,10000
"boost_limit","all",-20,"all",NA,NA,NA,1,0.1,-1000,1000
"tau","all",0,"all",NA,NA,NA,1,0.1,0,1
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
"mod",NA,1,"all",NA,NA,NA,1,0.1,0,1
