names,id,values,type,exposure,strain,order,fixed,steps,lower_bound,upper_bound
lower_bound,all,0,all,NA,NA,NA,1,0.1,-1000,0
S,all,0.79,all,NA,NA,NA,1,0.1,0,1
EA,all,0.2,all,NA,NA,NA,1,0.1,0,1
MAX_TITRE,all,15,all,NA,NA,NA,1,0.1,0,100
mu,all,2.9,vacc1,all,all,NA,0,0.1,0,8
tp,all,10.5,vacc1,all,all,NA,1,0.1,0,17
dp,all,0.587,vacc1,all,all,NA,0,0.1,0,1
ts,all,6.4,vacc1,all,all,NA,0,0.1,0,15
m,all,0.0006755388,vacc1,all,all,NA,0,0.1,0,1
mu,all,3.2,vacc2,all,all,NA,0,0.1,0,8
tp,all,11.9,vacc2,all,all,NA,1,0.1,0,17
dp,all,0.568,vacc2,all,all,NA,0,0.1,0,1
ts,all,4.6,vacc2,all,all,NA,0,0.1,0,15
m,all,0.001,vacc2,all,all,NA,0,0.1,0,1
mu,all,3.3225683337,infection2,all,all,NA,0,0.1,0,8
tp,all,13.3366124893,infection2,all,all,NA,1,0.1,0,17
dp,all,0.4030963322,infection2,all,all,NA,0,0.1,0,1
ts,all,7.4412952014,infection2,all,all,NA,0,0.1,0,15
m,all,0.0089254662,infection2,all,all,NA,0,0.1,0,1
mu,all,4.7347193053,adj1,all,all,NA,0,0.1,0,8
tp,all,13.0373582484,adj1,all,all,NA,1,0.1,0,17
dp,all,0.5235568581,adj1,all,all,NA,0,0.1,0,1
ts,all,6.3513374748,adj1,all,all,NA,0,0.1,0,15
m,all,0.0021308629,adj1,all,all,NA,0,0.1,0,1
mu,all,2.6,adj2,all,all,NA,0,0.1,0,8
tp,all,11.4,adj2,all,all,NA,1,0.1,0,17
dp,all,0.488,adj2,all,all,NA,0,0.1,0,1
ts,all,9,adj2,all,all,NA,0,0.1,0,15
m,all,0.0050417603,adj2,all,all,NA,0,0.1,0,1
mu,all,7.6532655195,infection1,all,all,NA,0,0.1,0,8
tp,all,11.9419211622,infection1,all,all,NA,1,0.1,0,17
dp,all,0.5465792793,infection1,all,all,NA,0,0.1,0,1
ts,all,8.4570713923,infection1,all,all,NA,0,0.1,0,15
m,all,0.0035254279,infection1,all,all,NA,0,0.1,0,1
beta,all,-20,all,NA,NA,NA,1,0.1,-20,2
c,all,4,all,NA,NA,NA,1,0.1,0,20
sigma,all,-5,all,NA,NA,NA,1,0.1,-20,2
y0_mod,all,-20,all,NA,NA,NA,1,0.1,-20,2
x,NA,0,all,A,A,NA,1,0.1,0,1000
x,NA,50,all,A,B,NA,0,0.1,0,1000
x,NA,60,all,A,C,NA,0,0.1,0,1000
x,NA,1000,all,A,D,NA,1,0.1,0,1000
x,NA,1000,all,A,E,NA,1,0.1,0,1000
x,NA,0,all,B,B,NA,1,0.1,0,1000
x,NA,10,all,B,C,NA,0,0.1,0,1000
x,NA,1000,all,B,D,NA,1,0.1,0,1000
x,NA,1000,all,B,E,NA,1,0.1,0,1000
x,NA,0,all,C,C,NA,1,0.1,0,1000
x,NA,1000,all,C,D,NA,1,0.1,0,1000
x,NA,1000,all,C,E,NA,1,0.1,0,1000
x,NA,0,all,D,D,NA,1,0.1,0,1000
x,NA,200,all,D,E,NA,0,0.1,0,1000
x,NA,0,all,E,E,NA,1,0.1,0,1000
mod,NA,1,all,NA,NA,1,1,0.1,0,1
mod,NA,1,all,NA,NA,2,1,0.1,0,1
mod,NA,1,all,NA,NA,3,1,0.1,0,1
mod,NA,1,all,NA,NA,4,1,0.1,0,1
